"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q850051","","","جبل تاراناكي","","Taranaki","Mount Taranaki","Monte Taranaki","mont Taranaki","Tαρανάκι","","","","Monte Taranaki","タラナキ山","","Mount Taranaki","Egmont","Monte Egmont","Таранаки","Mount Taranaki","","","塔拉納基山"
"Q1003282","","","","","Bukit Pagon","Bukit Pagon","Bukit Pagon","Bukit Pagon","","","","","Bukit Pagon","パゴン山","","Bukit Pagon","Pagonprick","Bukit Pagon","Букит-Пагон","","","Bukit Pagon","武吉帕弓"
"Q1147144","","","","","Maromokotro","Maromokotro","Maromokotro","Maromokotro","","","Maremokotro","","Maromokotro","マロモコトロ山","","Maromokotro","Maromokotro","Maromokotro","Марумукутру","Maromokotro","Maromokotro Dağı","","马鲁穆库特鲁山"
"Q1298202","","","","","Mount Balbi","Mount Balbi","Monte Balbi","mont Balbi","","","","","","バルビ山","","Mount Balbi","","Monte Balbi","Балби","","","","巴爾比火山"
"Q1061148","","","","","Champaquí","Mount Champaquí","Champaquí","Champaquí","","","","","Champaquí","","","Mount Champaquí","","","","Cerro Champaquí","","","錢帕基山"
"Q1045888","","","بونتشاك جايا","পুঞ্চাক জায়া","Carstensz-Pyramide","Puncak Jaya","Jaya","Puncak Jaya","Πούντσακ Τζάγια","पुंकाक जय","","Puncak Jaya","Puncak Jaya","プンチャック・ジャヤ","푼착자야 산","Puncak Jaya","Jaya","Pirâmide Carstensz","Пунчак-Джая","Puncak Jaya","Puncak Jaya","Puncak Jaya","查亞峰"
"Q1145743","","","","","Pico Turquino","Pico Turquino","Pico Turquino","Pico Turquino","","","","","Pico Turquino","トゥルキーノ山","","Pico Turquino","Pico Turquino","Pico Turquino","Пик Туркино","Pico Turquino","","Pico Turquino","图基诺峰"
"Q1520405","","","","","Kao","Kao","Kao","Kao","","","Kao","","","カオ島","","Kao","Kao","Kao","Као","Kao","","","高岛"
"Q1376373","","","","","Wolf","Volcán Wolf","Volcán Wolf","Wolf","","वोल्कन वुल्फ","Wolf-vulkán","Gunung Berapi Wolf","","ウォルフ火山","울프 산","Volcán Wolf","Wolf","Wolf","Вольф","Wolfvulkanen","","","沃爾夫火山"
"Q1502578","","","","","Summit","Summit Camp","","","","","","","","","","","","Summit Camp","Верхний Лагерь","Summit Camp","","","峰會營"
"Q1545452","","","","","Piton des Neiges","Piton des Neiges","Pitón de las Nieves","Piton des Neiges","Πιτόν ντε Νεζ","","Piton des Neiges","","Piton des Neiges","ピトン・デ・ネージュ","","Piton des Neiges","Piton des Neiges","Piton des Neiges","Питон-де-Неж","Piton des Neiges","","Piton des Neiges","內日峰"
"Q1539961","","","","","Tatamailau","Tatamailau","Tatamailau","mont Ramelau","","","","","Monte Tatamailau","タタマイラウ山","","Tatamailau","Foho Tatamailau","Foho Tatamailau","Татамайлау","Tatamailau","","Tatamailau","塔塔邁勞山"
"Q1579060","","","","","Morne Seychellois","Morne Seychellois","Monte Seychellois","Morne Seychellois","","","","","Morne Seychellois","モルヌ・セシェロワ","","Morne Seychellois","Morne Seychellois","","","","","","塞舌尔山"
"Q1555073","","","","","Gunung Rantekombola","Buntu Rantekambola","","","","","","Gunung Rantekombola","","ランテコムボラ山","","Buntu Rantekambola","Rantekombola","","","Buntu Rantekambola","","","蘭特孔博拉山"
"Q1573762","","","","","Mount Paget","Mount Paget","Monte Paget","mont Paget","","","","","Monte Paget","パジット山","","Mount Paget","Mount Paget","Monte Paget","","Mount Paget","","","帕吉特山"
"Q1760978","","","بيتون دي لا بيتيت ريفير نوير","","Piton de la Petite Rivière Noire","Piton de la Petite Rivière Noire","Piton de la Petite Rivière Noire","Piton de la Petite Rivière Noire","","","","","Piton de la Petite Rivière Noire","ラ・プティ・リヴィエール・ノワール山","","Piton de la Petite Rivière Noire","Piton de la Petite Rivière Noire","Piton de la Riviere Noire","Ривьер-Нуар","Piton de la Petite Rivière Noire","Piton de la Petite Rivière Noire","","黑河峰"
"Q1945447","","","","","Mont Ross","Mont Ross","Monte Ross","mont Ross","","","","","Monte Ross","ロス山","","Mont Ross","","","Монт-Росс","","","","羅斯山"
"Q1752870","","","","","Tacaná","Volcán Tacaná","Volcán Tacaná","Tacaná","","टकाना","Tacaná","","Tacaná","タカナ山","","Tacaná","Tacaná","","Такана","Volcán Tacaná","","","塔卡納火山"
"Q2062890","","","","","Queen Mary’s Peak","Queen Mary's Peak","Pico de la Reina María","Queen Mary's Peak","","","","","Picco Queen Mary's","クィーン・メアリー・ピーク","","Queen Mary's Peak","Queen Mary's Peak","Queen Mary's Peak","Пик королевы Мэри","","","","瑪麗皇后峰"
"Q1990087","","","","","Kap Colbeck","Cape Colbeck","","","","","","","","","","Cape Colbeck","","Cabo Colbeck","Колбек","Colbeck","","","科貝克角"
"Q2666968","","","","","","Mount Victoria","","mont Victoria","","","","","","","","Mount Victoria","Mount Victoria","","Виктория","","","","维多利亚山"
"Q2648857","","","","","","Ritacuba Blanco","Ritacuba Blanco","Ritacuba Blanco","","","","","Ritacuba Blanco","","","Ritacuba Blanco","Ritacuba Blanco","Ritacuba Blanco","Ритакуба-Бланко","","","","白里塔庫巴峰"
